id,estado_contacto,corridor,micro_zone,city,priority,score_operativo,name,sector,segmento_comercial,phone,phone_quality,telefono_principal_tel,tel_links,ask_for,need_probable,offer,hook,accion_sugerida,dato_pendiente,google_maps,source,source_url,evidencia,calidad_dato,origen_registro,resultado,fecha_visita,proximo_paso,notas_campo,servicios_presol_a_ofrecer,rubro_foco_enriquecimiento,ciudad_foco_solicitada,prioridad_visita_sugerida,observacion_servicio_nuevo
PRESOL-125,Pendiente,Villa Ascasubi / RP6-E79,Villa Ascasubi / centro,Villa Ascasubi,B,85,Cooperativa de Villa Ascasubi,Cooperativa de servicios públicos / infraestructura local,Obra / constructora,03571 498118 / 3571 520004 guardia,OK,tel:+543571498118,tel:+543571498118 | tel:+543571520004,mantenimiento / administración / obras,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,"Cooperativa local con redes/servicios; oportunidad para barquilla, hidrogrúa y materiales en obras/mantenimiento.",Pedir por mantenimiento/obras y ofrecer barquilla de hidrogrúa para trabajos en altura y movimientos de equipos.,"Validar si contratan terceros para trabajos de red, postes, bombas o mantenimiento.",https://www.google.com/maps/search/?api=1&query=Cooperativa+de+Villa+Ascasubi+Villa+Ascasubi+C%C3%B3rdoba+Argentina,Web propia Cooperativa Villa Ascasubi,https://va.coop.ar/contacto,"Contacto publicado: Libertad 70, Villa Ascasubi; teléfono 03571 498118; guardia 3571 520004.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura | barquilla de hidrogrúa para mantenimiento en altura | hidrogrúa para postes/equipos,cooperativa/acopio,Sí,Alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra."
PRESOL-127,Pendiente,Villa Ascasubi / RP6-E79,Villa Ascasubi / ruta E79,Villa Ascasubi,B,73,La Vencedora — Sucursal Villa Ascasubi,Cooperativa agropecuaria / cereales y combustible,Agro / acopio / cooperativa,A relevar,A relevar,,,acopio / encargado de sucursal,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.","Sucursal agro/cooperativa en Villa Ascasubi: cereales, combustible e insumos generan oportunidades de pallets y equipos.",Usar contacto central de La Vencedora o relevar en campo el responsable de sucursal.,Relevar teléfono directo de sucursal y responsable operativo.,https://www.google.com/maps/search/?api=1&query=La+Vencedora+%E2%80%94+Sucursal+Villa+Ascasubi+Villa+Ascasubi+C%C3%B3rdoba+Argentina,El Manisero / nota pública,https://elmanisero.com.ar/contenido/5464/la-vencedora-abrio-una-sucursal-en-villa-ascasubi,"Resultado público informa apertura de sucursal en Provincial E79 Km 43.2, Villa Ascasubi; cereales y combustible.",Media,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,Sí,Media,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-098,Pendiente,Villa María / RP6,Almafuerte,Almafuerte,B,75,Cooperativa Agropecuaria Almafuerte,Acopio / semillas / agroinsumos,Agro / acopio / planta,03571 471182,OK,tel:+543571471182,tel:+543571471182,operaciones / entregas,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",100.000 tn acopiadas; preguntar ampliaciones/mantenimiento.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.192000,-64.255000",essapp.coop / Coop. Almafuerte,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-090,Pendiente,Villa María / RP6,Hernando,Hernando,A,100,Cooperativa Agrícola La Vencedora,Acopio / agroinsumos / combustible,Agro / acopio / planta,0353 4847133,OK,tel:+543534847133,tel:+543534847133,operaciones / entregas,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Planta nueva 24.000 tn; pedir gerente Ariel Ferreyra.,Visita o llamada de validación; pedir próximo traslado concreto.,"Relevar responsable de planta/logística; ofrecer percha pallets, hidrogrúa y barquilla para mantenimiento.","https://www.google.com/maps/search/?api=1&query=-32.426000,-63.733000",Agroverdad / La Vencedora,https://agroverdad.com.ar/2024/03/la-nueva-planta-de-acopio-de-la-vencedora-obtuvo-certificacion-ambiental-de-la-provincia,"Nueva planta de acopio de 24.000 toneladas en predio de 14 ha sobre Ruta 6 km 56; instalaciones para fertilizantes, agroinsumos, combustibles y playa de operaciones.",Alta,Base curada PDF dirección | Actualizado zonas priorizadas 2026-09,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,Sí,Muy alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-099,Pendiente,Villa María / RP6,Hernando,Hernando,B,75,Agrohernando,Acopio / granos / insumos,Agro / acopio / planta,0353 4960418,OK,tel:+543534960418,tel:+543534960418,responsable de acopio / mantenimiento,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Empresa familiar 20 años; pedir responsable de operaciones.,Visita o llamada de validación; pedir próximo traslado concreto.,Consultar si requieren refuerzo externo de fletes o movimientos de pallets/equipos.,"https://www.google.com/maps/search/?api=1&query=-32.428000,-63.730000",Web propia Agrohernando,https://www.agrohernando.com.ar,"Sitio propio: Bv. Moreno 935, Hernando; acopio 16.000 tn, depósito de agroquímicos, transporte y capacidad de recepción/entrega de fertilizantes.",Alta,Base curada PDF dirección | Actualizado zonas priorizadas 2026-09,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,Sí,Alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-100,Pendiente,Villa María / RP6,Hernando,Hernando,B,75,Industria Metal-Her,Implementos agrícolas / tolvas,Industria / mantenimiento,0353 156568385 / 0353 4846509,OK,tel:+5493536568385,tel:+5493536568385 | tel:+543534846509,responsable de acopio / mantenimiento,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.",Muy buen encaje para entregas a clientes y ferias.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.424000,-63.737000",Facebook Industria Metal-Her,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Alta,
PRESOL-113,Pendiente,Villa María / RP6,Hernando,Hernando,C,30,AgroServ S.R.L.,Concesionario maquinaria agrícola,Industria / mantenimiento,A relevar,A relevar,,,responsable de acopio / mantenimiento,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.",Concesionario Super Walter; relevar contacto directo.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.429500,-63.734500",Instagram AgroServ,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Baja / visitar solo por cercanía,
PRESOL-114,Pendiente,Villa María / RP6,Hernando,Hernando,C,40,Her.Agro Maquinarias,Maquinaria agrícola nueva/usada,Industria / mantenimiento,3535 690587 (a confirmar),VER,tel:+543535690587,tel:+543535690587,responsable de acopio / mantenimiento,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.",Entrar con cotización para próximos movimientos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.422000,-63.731000",Facebook Her.Agro,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Baja / visitar solo por cercanía,
PRESOL-091,Pendiente,Villa María / RP6,Tío Pujio,Tío Pujio,A,100,ACA — Centro de Desarrollo Comercial Tío Pujio,Acopio gigante / agro,Agro / acopio / planta,353 5622710 / 0353 4860518 / 0353 4860519,OK,tel:+543535622710,tel:+543535622710 | tel:+543534860518 | tel:+543534860519,responsable de acopio / mantenimiento,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Pedir Mario Peppino / responsable logística; no ir sin ficha.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.288000,-63.356000",Instagram CDC / cooptiopujio.com,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Muy alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-101,Pendiente,Villa María / RP6,Tío Pujio,Tío Pujio,B,75,Metalúrgica Jor-Ba / Grupo Tío Pujio,Metalúrgica / extrusado soja,Metalmecánica / despacho,03573 402941,OK,tel:+543573402941,tel:+543573402941,responsable de acopio / mantenimiento,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.",Validar si operación está en Tío Pujio o Villa del Rosario.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.290000,-63.352000",Facebook Metalúrgica Jor-Ba,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Alta,
PRESOL-092,Pendiente,Villa María / RP6,Villa María,Villa María,A,75,Héctor A. Bertone S.A.,Acopio / logística granaria,Agro / acopio / planta,A relevar,A relevar,,,responsable de acopio / mantenimiento,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",Pedir responsable de logística/acopio; teléfono a relevar.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.389000,-63.251000",HAB / LinkedIn logística,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra."
PRESOL-093,Pendiente,Villa María / RP6,Villa María,Villa María,A,100,Industrias Cormetal S.A.,Metalmecánica / estructuras,Metalmecánica / despacho,0353 4610900 / 0353 6567355,OK,tel:+543534610900,tel:+543534610900 | tel:+543536567355,despacho / producción,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.",Pedir responsable de logística/despachos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.385796,-63.267403",guiademantenimiento.com / cormetal.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-094,Pendiente,Villa María / RP6,Villa María,Villa María,A,100,Mayo Transformadores S.R.L.,Transformadores / metalmecánica,Metalmecánica / despacho,0353 4647606,OK,tel:+543534647606,tel:+543534647606,despacho / producción,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.",Seguro de carga + GPS como argumento fuerte.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.423000,-63.205000",pilt.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-095,Pendiente,Villa María / RP6,PILT Villa María,Villa María,A,100,Metalúrgica JAP / MJAP,"Carrozados, trailers, estructuras y reparación de camiones",Metalmecánica / despacho,+54 35 3656-3732 / +54 35 3565-7977,OK,tel:+543536563732,tel:+543536563732 | tel:+543535657977,Juan / Ronald / producción,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.","Fabrica carrozados, acoplados, estructuras para montacargas y carrocerías volcadoras; encaje directo con PRESOL.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Metal%C3%BArgica+JAP+%2F+MJAP+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,Web MJAP + PILT,https://metalurgicajap.com,"Web propia informa teléfonos, servicios y dirección; PILT confirma nueva planta y rubro.",Alta,Nuevo enriquecimiento 2026-09-02,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-096,Pendiente,Villa María / RP6,Villa María,Villa María,A,100,Salsiteco S.A.,Constructora / movimiento de suelo,Obra / constructora,0353 4524006 / 0353 5006023,OK,tel:+543534524006,tel:+543534524006 | tel:+543535006023,jefe de obra / logística,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,Muy buen encaje con obras viales; pedir jefe de obra.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.412000,-63.236000",salsiteco.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-097,Pendiente,Villa María / RP6,PILT Villa María,Villa María,A,85,Terramar Logística SRL / Terminal Villa María,Terminal de contenedores / logística,Módulos / containers,0353 4533821,VER,tel:+543534533821,tel:+543534533821,operaciones terminal / logística,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Plataforma + malacate + hidrogrúa para retiro, traslado, descarga y posicionamiento.","Terminal interior de contenedores: oportunidad para traslados, entrega, retiro y apoyo de maniobras.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Terramar+Log%C3%ADstica+SRL+%2F+Terminal+Villa+Mar%C3%ADa+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,Web Terramar / resultado de búsqueda,https://www.terramarlogistica.com.ar/contenedoresvillamaria,"Sitio informa recepción, administración, reparación y entrega de contenedores en PILT; teléfono aparece en resultado público.",Media,Nuevo enriquecimiento 2026-09-02,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Muy alta,
PRESOL-102,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Carra Sanitarios,Materiales / sanitario / obra,Industria / mantenimiento,0353 4125456,OK,tel:+543534125456,tel:+543534125456,responsable de logística/compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.",Ubicado sobre corredor; preguntar fletes a clientes/obras.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.421000,-63.232000",carrasanitarios.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Alta,
PRESOL-103,Pendiente,Villa María / RP6,Villa María,Villa María,B,60,Ceuta Contenedores,Contenedores y obradores,Módulos / containers,0353 154139159,VER,tel:+5493534139159,tel:+5493534139159,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Plataforma + malacate + hidrogrúa para retiro, traslado, descarga y posicionamiento.",Proveedor de contenedores/obradores: posible necesidad de transporte y posicionamiento.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Ceuta+Contenedores+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,Buscador5900 / resultado de búsqueda,https://www.buscador5900.com.ar/construccion/contenedores-y-obradores,Directorio local informa rubro contenedores/obradores y teléfono; verificar antes de visita.,Media,Nuevo enriquecimiento 2026-09-02,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Media,
PRESOL-104,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,DM Constructora,Constructora,Obra / constructora,0353 4260498,OK,tel:+543534260498,tel:+543534260498,jefe de obra / logística,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,Pedir responsable de compras/obra.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.408066,-63.245873",dmconstructora.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Alta,
PRESOL-105,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Dipromas S.R.L.,Metalmecánica / PILT,Metalmecánica / despacho,0353 4296608,OK,tel:+543534296608,tel:+543534296608,despacho / producción,"Despacho de implementos, agropartes, tolvas, estructuras, piezas industriales y maquinaria sobre plataforma.","Plataforma 20 tn + hidrogrúa + percha para pallets para implementos, agropartes y piezas industriales.",Visita dentro del PILT; pedir compras/logística.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.421000,-63.203000",pilt.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,,Alta,
PRESOL-106,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Frigorífico La Pequeña S.R.L.,Alimenticia / frigorífico,Industria / mantenimiento,0353 154197312,OK,tel:+5493534197312,tel:+5493534197312,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.",No vender frío común; vender movimientos especiales.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.420000,-63.209000",pilt.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Alta,
PRESOL-107,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Ghio Construcciones,Constructora / desarrollos,Obra / constructora,0353 4016390,OK,tel:+543534016390,tel:+543534016390,jefe de obra / logística,"Traslado de áridos/materiales, maquinaria, módulos de obrador, estructuras y cargas pesadas entre frentes.",Transporte de áridos/materiales y cargas de obra + hidrogrúa/barquilla/percha pallets según necesidad.,Solicitar próximo traslado de obra.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.415019,-63.237719",Instagram Ghio Construcciones,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Alta,
PRESOL-108,Pendiente,Villa María / RP6,PILT / administración parque,Villa María,B,60,PILT Villa María — Administración,Puerta institucional / parque industrial,Puerta institucional,0353 4618698 / 0353 4608191,VER,tel:+543534618698,tel:+543534618698 | tel:+543534608191,administración / listado empresas,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.",Puerta para pedir padrón actualizado de empresas y obras de infraestructura dentro del parque.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=PILT+Villa+Mar%C3%ADa+%E2%80%94+Administraci%C3%B3n+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,PILT / X público / web PILT,https://pilt.com.ar,PILT publica datos de contacto en búsquedas y concentra 224 lotes; sirve como puerta institucional.,Media,Nuevo enriquecimiento 2026-09-02,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Media,
PRESOL-109,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,S.A. Molinos Fénix,Molino / alimentos,Industria / mantenimiento,0353 4533573,OK,tel:+543534533573,tel:+543534533573,mantenimiento / compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.",Preguntar por movimientos de maquinaria/planta.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.410000,-63.246000",molinosfenix.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,planta agroindustrial,,Alta,"Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-110,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Sarmiento Materiales,Corralón / materiales,Hormigón / áridos / premoldeados,0353 4610259 / 0353 4112139,OK,tel:+543534610259,tel:+543534610259 | tel:+543534112139,despacho / producción,"Movimiento de áridos, premoldeados, equipos de planta/cantera, moldes, bolsones y materiales de obra.","Transporte de áridos/materiales, premoldeados y equipos; hidrogrúa para carga/descarga y percha para pallets.",Cotizar reparto pesado fuera de zona o picos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.411372,-63.226831",sarmientomateriales / directorio,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,,Alta,"Para áridos, validar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar."
PRESOL-111,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Stainless Steel Manufacturers S.R.L.,Acero inoxidable / fabricación,Industria / mantenimiento,0353 4792885,OK,tel:+543534792885,tel:+543534792885,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales con plataforma, hidrogrúa, percha para pallets y trazabilidad GPS.",Posicionar transporte seguro para piezas terminadas.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.425000,-63.207000",pilt.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Alta,
PRESOL-112,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Villa María Cereales,Acopio / agroinsumos,Agro / acopio / planta,03535 656802,OK,tel:+543535656802,tel:+543535656802,responsable de acopio / mantenimiento,"Traslado de insumos, pallets, fertilizantes, repuestos pesados, silos/equipos y apoyo de mantenimiento en planta.","Plataforma + percha pallets + hidrogrúa/barquilla para insumos, repuestos, silos/equipos y mantenimiento.",RN 9 km 553; consultar próximos movimientos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.386500,-63.260000",Facebook Villa María Cereales,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,cooperativa/acopio,,Alta,"Si se ofrece barquilla, validar condiciones de seguridad, seguro y habilitación de maniobra. Percha para pallets: útil para insumos, bolsones, repuestos y materiales palletizados."
PRESOL-115,Pendiente,Villa María / RP6,Villa María,Villa María,C,30,Contemar,Contenedores y obradores,Módulos / containers,A relevar,A relevar,,,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Plataforma + malacate + hidrogrúa para retiro, traslado, descarga y posicionamiento.",Validar si opera contenedores/obradores y si terceriza logística.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Contemar+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,Buscador5900 / resultado de búsqueda,https://www.buscador5900.com.ar/construccion/contenedores-y-obradores,Directorio local menciona Contemar en construcción/contenedores; datos incompletos.,Media,Nuevo enriquecimiento 2026-09-02,,,,,plataforma | hidrogrúa | percha para pallets,otro rubro factible,,Baja / visitar solo por cercanía,
