ID,Estado de contacto,Corredor,Microzona,Ciudad,Clase,Puntaje operativo,Empresa,Sector,Segmento comercial,Teléfonos,Calidad del teléfono,Teléfono principal (tel:),Links telefónicos,Preguntar por,Necesidad probable,Oferta PRESOL,Gancho comercial,Acción sugerida,Dato pendiente,Google Maps,Fuente,URL fuente,Evidencia,Calidad del dato,Origen del registro,Resultado,Fecha de visita,Próximo paso,Notas de campo,Servicios PRESOL a ofrecer,Rubro foco enriquecimiento,Ciudad foco solicitada,Prioridad visita sugerida,Observación servicio nuevo,Fuente unificación,Notas de unificación
RT-023,Pendiente,Base Río Tercero,Río Tercero / piletas y PRFV,Río Tercero,B,85,Tecnipiscinas,Piletas de fibra / piscinas / accesorios,Piletas / PRFV / plástico reforzado,+54 3571 412563,OK,tel:+543571412563,tel:+543571412563,ventas / logística / dueño,"Retiro, traslado y descarga de piletas/fibra o piezas voluminosas livianas, con cuidado de maniobra.",Plataforma + hidrogrúa para trasladar y descargar piletas/piezas PRFV; coordinar maniobra sin golpes.,Piletas de fibra y equipamiento; traslado y descarga de cascos/piezas voluminosas puede tercerizarse por temporada.,Llamar y preguntar por entregas fuera de Río Tercero y si tercerizan traslado/descarga de cascos.,Confirmar si fabrica localmente o actúa como punto de venta y volumen mensual de entregas.,https://www.google.com/maps/search/?api=1&query=Tecnipiscinas+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Web propia / Moldear,https://www.tecnipiscinas.com.ar,"Contacto publicado: Av. Pío X 485, Río Tercero; teléfono +54 3571 412563; rubro piscinas.",Alta,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,plataforma para piletas/fibra | hidrogrúa para descarga/posicionamiento,piletas/plástico/PRFV,Sí,Alta,,Hermes único,Alta única desde base Hermes; no estaba en el Excel GPT adjunto. | ID fuente: PRESOL-118
RT-024,Pendiente,Base Río Tercero,Río Tercero / piletas y PRFV,Río Tercero,B,81,Indusplast Río Tercero,Piletas de fibra / plástico reforzado,Piletas / PRFV / plástico reforzado,+54 3571 57-5556,VER,tel:+543571575556,tel:+543571575556,ventas / dueño,"Retiro, traslado y descarga de piletas/fibra o piezas voluminosas livianas, con cuidado de maniobra.",Plataforma + hidrogrúa para trasladar y descargar piletas/piezas PRFV; coordinar maniobra sin golpes.,Fabricación/venta de piscinas de fibra; encaje para plataforma e hidrogrúa en temporada.,Verificar teléfono por llamado corto y preguntar por entregas a clientes finales.,Confirmar dirección operativa y si mueve cascos completos.,https://www.google.com/maps/search/?api=1&query=Indusplast+R%C3%ADo+Tercero+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Facebook público / resultado de búsqueda,https://www.facebook.com/indusplastrio3?locale=es_LA,Resultado público informa Indusplast Río Tercero y contacto +54 3571 57-5556; rubro piscinas de fibra.,Media,Nuevo enriquecimiento zonas priorizadas 2026-09,,,,,plataforma para piletas/fibra | hidrogrúa para descarga/posicionamiento,piletas/plástico/PRFV,Sí,Alta,,Hermes único,Alta única desde base Hermes; no estaba en el Excel GPT adjunto. | ID fuente: PRESOL-119
RT-025,Pendiente,Base Río Tercero,Río Tercero / zona industrial,Río Tercero,B,75,AGROTRAZIONE S.A.S,Maquinaria e implementos agrícolas,Industria / mantenimiento,03571 528350,OK,tel:+543571528350,tel:+543571528350,logística / entregas / postventa,"Traslado de maquinaria agrícola o vial entre sucursal, cliente, taller, campo y eventos.","Traslado de maquinaria en plataforma 20 tn, coordinación de retiro/entrega y apoyo de hidrogrúa si corresponde.","Listado de servicios del sector agrícola ubica AGROTRAZIONE en 2 de Abril 1638, Río Tercero, con teléfono.",Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=AGROTRAZIONE+S.A.S+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Red de servicios Piersanti,https://piersanti.com.ar/en/en_services/,"Listado de servicios del sector agrícola ubica AGROTRAZIONE en 2 de Abril 1638, Río Tercero, con teléfono.",Alta,Enriquecimiento web 2026-09-07,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Alta,,GPT adjunto,ID fuente: RT-022
RT-026,Pendiente,Base Río Tercero,Río Tercero / zona industrial,Río Tercero,B,75,Cementados Juan Nadalin e Hijos S.A.,Cementados / reparación de piezas agroindustriales,Industria / mantenimiento,03571 420931,OK,tel:+543571420931,tel:+543571420931,logística / despacho / postventa,"Traslado de maquinaria, implementos, equipos terminados y componentes de gran porte entre planta, cliente, obra o feria.",Plataforma 20 tn + malacate/hidrogrúa según maniobra + seguro de carga + trazabilidad GPS.,Planta industrial local con actividad de cementados; teléfono público.,Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=Cementados+Juan+Nadalin+e+Hijos+S.A.+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Google Maps / Parque Industrial,https://www.google.com/maps/search/?api=1&query=Cementados+Juan+Nadalin+e+Hijos+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Planta industrial local con actividad de cementados; teléfono público.,Alta,Enriquecimiento web 2026-09-07,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,Sí,Alta,"Percha pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto,ID fuente: RT-023
RT-027,Pendiente,Base Río Tercero,Río Tercero / zona industrial,Río Tercero,B,75,Cementados Río Tercero,Cementado agroindustrial,Industria / mantenimiento,03571 319490,OK,tel:+543571319490,tel:+543571319490,logística / despacho / postventa,"Traslado de maquinaria, implementos, equipos terminados y componentes de gran porte entre planta, cliente, obra o feria.",Plataforma 20 tn + malacate/hidrogrúa según maniobra + seguro de carga + trazabilidad GPS.,"Empresa local de cementados vinculados al agro; potencial traslado de piezas, sinfines e implementos.",Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=Cementados+R%C3%ADo+Tercero+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Parque Industrial / Google Maps,https://parqueindustrial.riotercero.gob.ar/empresas,"Empresa local de cementados vinculados al agro; potencial traslado de piezas, sinfines e implementos.",Alta,Enriquecimiento web 2026-09-07,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,Sí,Alta,"Percha pallets: útil para insumos, bolsones, repuestos y materiales palletizados.",GPT adjunto,ID fuente: RT-024
RT-028,Pendiente,Base Río Tercero,Río Tercero,Río Tercero,B,75,Hidrobull,Accesorios para minicargadoras,Industria / mantenimiento,03571 549612,OK,tel:+543571549612,tel:+543571549612,responsable de logística/compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.",Detectar el próximo movimiento pesado y convertirlo en cotización concreta.,Preguntar si entregan accesorios con terceros.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.171500,-64.116500",Facebook Hidrobull,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,Sí,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: RT-025
RT-029,Pendiente,Base Río Tercero,Río Tercero,Río Tercero,B,75,MetalMec S.R.L.,Implementos y accesorios,Industria / mantenimiento,03571 681577 / 03571 506656,OK,tel:+543571681577,tel:+543571681577 | tel:+543571506656,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Ofrecer retiro/entrega con monitoreo GPS.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.170500,-64.118500",Facebook MetalMec,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,fabricante/servicio maquinaria agrícola,Sí,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: RT-026
RT-030,Pendiente,Base Río Tercero,Río Tercero,Río Tercero,B,75,Oleos San José S.R.L.,Extrusado/aceite de soja,Industria / mantenimiento,03571 692471 / 03571 640630,OK,tel:+543571692471,tel:+543571692471 | tel:+543571640630,responsable de acopio / mantenimiento,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Entrar por mantenimiento/planta.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.182600,-64.102500",Parque Industrial Río Tercero,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets | percha para pallets de insumos | hidrogrúa para equipos/mantenimiento | barquilla para trabajos en altura,otro rubro factible,Sí,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: RT-027
RT-031,Pendiente,Base Río Tercero,Río Tercero / zona industrial,Río Tercero,B,75,Premolfran Premoldeados by d'Eco,Premoldeados de hormigón,Hormigón / áridos / premoldeados,03571 327594,OK,tel:+543571327594,tel:+543571327594,planta / despacho,"Movimiento de premoldeados, moldes, equipos de planta y cargas pesadas asociadas a obra.",Transporte de premoldeados/equipos en plataforma + coordinación de descarga/posicionamiento con hidrogrúa cuando aplique.,Ficha pública local identifica actividad de premoldeados y teléfono.,Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=Premolfran+Premoldeados+by+d%27Eco+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Google Maps / ficha pública,https://www.google.com/maps/search/?api=1&query=Premolfran+Premoldeados+by+d%27Eco+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Ficha pública local identifica actividad de premoldeados y teléfono.,Alta,Enriquecimiento web 2026-09-07,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,Sí,Alta,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto,ID fuente: RT-028
RT-032,Pendiente,Base Río Tercero,Parque Industrial Leonardo Da Vinci,Río Tercero,B,75,Río Metal,Estructuras metálicas,Metalmecánica / despacho,+54 9 3571 52-9444,OK,tel:+5493571529444,tel:+5493571529444,despacho / producción,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.",Plataforma 20 tn para piezas/estructuras + seguro de carga + trazabilidad GPS.,Fabricación de estructuras metálicas: posible salida de piezas a obra.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=R%C3%ADo+Metal+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Parque Industrial Río Tercero / Facebook público,https://parqueindustrial.riotercero.gob.ar/empresas,Listado del parque + ficha social pública con teléfono informado.,Alta,Nuevo enriquecimiento 2026-09-02,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,Sí,Alta,,GPT adjunto + Hermes,Fusionado con base Hermes para completar teléfonos/fuentes/servicios. | ID fuente: RT-029
RT-033,Pendiente,Base Río Tercero,Río Tercero / zona industrial,Río Tercero,B,75,SILMAR Industrial,Fabricación industrial,Industria / mantenimiento,03571 411073,OK,tel:+543571411073,tel:+543571411073,mantenimiento / despacho,"Movimientos especiales de mantenimiento, repuestos pesados, equipos y mudanzas internas o entre plantas.","Traslados especiales de equipos y repuestos con plataforma 20 tn, seguro/GPS y apoyo de hidrogrúa.",Fábrica local con teléfono público; validar tipo de piezas/equipos y frecuencia de despachos.,Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=SILMAR+Industrial+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Google Maps / ficha pública,https://www.google.com/maps/search/?api=1&query=SILMAR+Industrial+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Fábrica local con teléfono público; validar tipo de piezas/equipos y frecuencia de despachos.,Alta,Enriquecimiento web 2026-09-07,,,,,plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,Sí,Alta,,GPT adjunto,ID fuente: RT-030
RT-034,Pendiente,Base Río Tercero,Río Tercero / zona industrial,Río Tercero,B,75,TALFUND S.A.,"Tornería, matricería y fundición de aluminio",Metalmecánica / despacho,03571 690418 / 03571 642555,OK,tel:+543571690418,tel:+543571690418 | tel:+543571642555,despacho / producción,"Despacho de estructuras, piezas, equipos y conjuntos metalmecánicos de gran porte hacia obras o clientes.",Plataforma 20 tn para piezas/estructuras + seguro de carga + trazabilidad GPS + apoyo de hidrogrúa según maniobra.,Produce componentes metálicos para agroindustria y exportación; teléfonos publicados por el parque.,Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=TALFUND+S.A.+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Parque Industrial Río Tercero,https://parqueindustrial.riotercero.gob.ar/empresa/TALFUND-S.A.,Produce componentes metálicos para agroindustria y exportación; teléfonos publicados por el parque.,Alta,Enriquecimiento web 2026-09-07,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones | plataforma 20 tn para maquinaria/piezas | hidrogrúa para maniobras | percha para pallets,otro rubro factible,Sí,Alta,,GPT adjunto,ID fuente: RT-031
RT-035,Pendiente,Base Río Tercero,Río Tercero / zona industrial,Río Tercero,B,75,Tello SRL Premoldeados de Hormigón,Premoldeados de hormigón,Hormigón / áridos / premoldeados,0351 4576859,OK,tel:+543514576859,tel:+543514576859,planta / despacho,"Movimiento de premoldeados, moldes, equipos de planta y cargas pesadas asociadas a obra.",Transporte de premoldeados/equipos en plataforma + coordinación de descarga/posicionamiento con hidrogrúa cuando aplique.,"Ficha pública ubica proveedor/contratista de premoldeados en Av. Savio, Río Tercero.",Llamar para validar necesidad y frecuencia; visitar si confirma movimientos de equipos/cargas.,"Confirmar decisor, frecuencia de movimientos y vigencia del contacto antes de cotizar.",https://www.google.com/maps/search/?api=1&query=Tello+SRL+Premoldeados+de+Hormig%C3%B3n+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,Google Maps / ficha pública,https://www.google.com/maps/search/?api=1&query=Tello+SRL+Premoldeados+de+Hormig%C3%B3n+R%C3%ADo+Tercero+C%C3%B3rdoba+Argentina,"Ficha pública ubica proveedor/contratista de premoldeados en Av. Savio, Río Tercero.",Alta,Enriquecimiento web 2026-09-07,,,,,transporte de áridos/materiales | hidrogrúa para carga/descarga | percha para pallets/bolsones,áridos/construcción/premoldeados,Sí,Alta,Áridos/materiales: confirmar modalidad de carga/descarga y tipo de unidad requerida antes de cotizar.,GPT adjunto,ID fuente: RT-032
